ref_area,time_period,population
IND,1963,477933619.0
IND,1964,489059313.0
IND,1965,500114349.0
IND,1966,510992619.0
IND,1967,521987072.0
IND,1968,533431910.0
IND,1969,545314672.0
IND,1970,557501299.0
IND,1971,569999176.0
IND,1972,582837973.0
IND,1973,596107482.0
IND,1974,609721951.0
IND,1975,623524221.0
IND,1976,637451448.0
IND,1977,651685626.0
IND,1978,666267763.0
IND,1979,681248383.0
IND,1980,696828384.0
IND,1981,712869299.0
IND,1982,729169466.0
IND,1983,745826543.0
IND,1984,762895159.0
IND,1985,780242084.0
IND,1986,797878993.0
IND,1987,815716126.0
IND,1988,833729679.0
IND,1989,852012674.0
IND,1990,870452166.0
IND,1991,888941757.0
IND,1992,907574050.0
IND,1993,926351296.0
IND,1994,945261958.0
IND,1995,964279130.0
IND,1996,983281215.0
IND,1997,1002335230.0
IND,1998,1021434576.0
IND,1999,1040500052.0
IND,2000,1059633677.0
IND,2001,1078970908.0
IND,2002,1098313040.0
IND,2003,1117415124.0
IND,2004,1136264580.0
IND,2005,1154638709.0
IND,2006,1172373786.0
IND,2007,1189691811.0
IND,2008,1206734805.0
IND,2009,1223640159.0
IND,2010,1240613620.0
IND,2011,1257621190.0
IND,2012,1274487217.0
IND,2013,1291132067.0
IND,2014,1307246512.0
IND,2015,1322866502.0
IND,2016,1338636340.0
IND,2017,1354195678.0
IND,2018,1369003306.0
IND,2019,1383112051.0
IND,2020,1396387126.0
IND,2021,1407563842.0
ROU,1950,16392974.0
ROU,1951,16612736.0
ROU,1952,16828585.0
ROU,1953,17041123.0
ROU,1954,17250993.0
ROU,1955,17455291.0
ROU,1956,17668032.0
ROU,1957,17884928.0
ROU,1958,18089945.0
ROU,1959,18282519.0
ROU,1960,18458009.0
ROU,1961,18622913.0
ROU,1962,18770327.0
ROU,1963,18895144.0
ROU,1964,19010054.0
ROU,1965,19117075.0
ROU,1966,19221484.0
ROU,1967,19348535.0
ROU,1968,19799831.0
ROU,1969,20009141.0
ROU,1970,20250396.0
ROU,1971,20461575.0
ROU,1972,20657956.0
ROU,1973,20835682.0
ROU,1974,21029428.0
ROU,1975,21293586.0
ROU,1976,21551631.0
ROU,1977,21756097.0
ROU,1978,21951467.0
ROU,1979,22090484.0
ROU,1980,22207284.0
ROU,1981,22353071.0
ROU,1982,22475742.0
ROU,1983,22560476.0
ROU,1984,22640545.0
ROU,1985,22732997.0
ROU,1986,22836836.0
ROU,1987,22949427.0
ROU,1988,23057660.0
ROU,1989,23161460.0
ROU,1990,23201832.0
ROU,1991,23001160.0
ROU,1992,22794284.0
ROU,1993,22763283.0
ROU,1994,22730216.0
ROU,1995,22684268.0
ROU,1996,22619005.0
ROU,1997,22553982.0
ROU,1998,22507354.0
ROU,1999,22472043.0
ROU,2000,22442973.0
ROU,2001,22131974.0
ROU,2002,21675775.0
ROU,2003,21574365.0
ROU,2004,21451845.0
ROU,2005,21319673.0
ROU,2006,21193749.0
ROU,2007,20882980.0
ROU,2008,20537848.0
ROU,2009,20367437.0
ROU,2010,20246798.0
ROU,2011,20147657.0
ROU,2012,20060182.0
ROU,2013,19988694.0
ROU,2014,19916451.0
ROU,2015,19822250.0
ROU,2016,19706424.0
ROU,2017,19592933.0
ROU,2018,19483840.0
ROU,2019,19375835.0
ROU,2020,19269469.0
ROU,2021,19124061.0
POL,1950,24786239.0
POL,1951,25242271.0
POL,1952,25704542.0
POL,1953,26168164.0
POL,1954,26630353.0
POL,1955,27099201.0
POL,1956,27582028.0
POL,1957,28076083.0
POL,1958,28583989.0
POL,1959,29068121.0
POL,1960,29405729.0
POL,1961,29965300.0
POL,1962,30323900.0
POL,1963,30690900.0
POL,1964,31161200.0
POL,1965,31495900.0
POL,1966,31698000.0
POL,1967,31943900.0
POL,1968,32304800.0
POL,1969,32555100.0
POL,1970,32642270.0
POL,1971,32749400.0
POL,1972,33068000.0
POL,1973,33362700.0
POL,1974,33691008.0
POL,1975,34022130.0
POL,1976,34362133.0
POL,1977,34697576.0
POL,1978,35009862.0
POL,1979,35256645.0
POL,1980,35578019.0
POL,1981,35901961.0
POL,1982,36227381.0
POL,1983,36571418.0
POL,1984,36913515.0
POL,1985,37202981.0
POL,1986,37455681.0
POL,1987,37663756.0
POL,1988,37862063.0
POL,1989,37962808.0
POL,1990,38030500.0
POL,1991,38108500.0
POL,1992,38173500.0
POL,1993,38221000.0
POL,1994,38252000.0
POL,1995,38274500.0
POL,1996,38289000.0
POL,1997,38292000.0
POL,1998,38283500.0
POL,1999,38270000.0
POL,2000,38258477.5
POL,2001,38248076.0
POL,2002,38232301.0
POL,2003,38195177.0
POL,2004,38180249.0
POL,2005,38161313.0
POL,2006,38132277.0
POL,2007,38115967.0
POL,2008,38115909.0
POL,2009,38153389.0
POL,2010,38516689.0
POL,2011,38525670.0
POL,2012,38533789.0
POL,2013,38502396.0
POL,2014,38483957.0
POL,2015,38454576.0
POL,2016,38426809.0
POL,2017,38422346.0
POL,2018,38413139.0
POL,2019,38386476.0
POL,2020,38354173.0
POL,2021,38162224.0
HRV,1950,3864691.0
HRV,1951,3900323.0
HRV,1952,3935773.0
HRV,1953,3973457.0
HRV,1954,4011869.0
HRV,1955,4049657.0
HRV,1956,4085641.0
HRV,1957,4119356.0
HRV,1958,4151528.0
HRV,1959,4183293.0
HRV,1960,4215325.0
HRV,1961,4247855.0
HRV,1962,4280072.0
HRV,1963,4311044.0
HRV,1964,4341048.0
HRV,1965,4371382.0
HRV,1966,4401776.0
HRV,1967,4429802.0
HRV,1968,4454140.0
HRV,1969,4474887.0
HRV,1970,4492636.0
HRV,1971,4509276.0
HRV,1972,4526428.0
HRV,1973,4544131.0
HRV,1974,4561862.0
HRV,1975,4579428.0
HRV,1976,4597194.0
HRV,1977,4615728.0
HRV,1978,4635776.0
HRV,1979,4657518.0
HRV,1980,4680147.0
HRV,1981,4703979.0
HRV,1982,4728725.0
HRV,1983,4751890.0
HRV,1984,4776364.0
HRV,1985,4803323.0
HRV,1986,4828683.0
HRV,1987,4849963.0
HRV,1988,4865829.0
HRV,1989,4874182.0
HRV,1990,4873705.0
HRV,1991,4844522.0
HRV,1992,4798318.0
HRV,1993,4792402.0
HRV,1994,4819427.0
HRV,1995,4807101.0
HRV,1996,4758633.0
HRV,1997,4711372.0
HRV,1998,4659932.0
HRV,1999,4605331.0
HRV,2000,4548433.0
HRV,2001,4299642.0
HRV,2002,4302174.0
HRV,2003,4303399.0
HRV,2004,4304600.0
HRV,2005,4310145.0
HRV,2006,4311159.0
HRV,2007,4310217.0
HRV,2008,4309705.0
HRV,2009,4305181.0
HRV,2010,4295427.0
HRV,2011,4280622.0
HRV,2012,4267558.0
HRV,2013,4255689.0
HRV,2014,4238389.0
HRV,2015,4203604.0
HRV,2016,4174349.0
HRV,2017,4124531.0
HRV,2018,4087843.0
HRV,2019,4065253.0
HRV,2020,4047680.0
HRV,2021,3878981.0
ISL,1950,142660.0
ISL,1951,145417.0
ISL,1952,147762.0
ISL,1953,150746.0
ISL,1954,154272.0
ISL,1955,157759.0
ISL,1956,161097.0
ISL,1957,164766.0
ISL,1958,168490.0
ISL,1959,172013.0
ISL,1960,175573.0
ISL,1961,179028.0
ISL,1962,182376.0
ISL,1963,185648.0
ISL,1964,188983.0
ISL,1965,192285.0
ISL,1966,195568.0
ISL,1967,198757.0
ISL,1968,201487.0
ISL,1969,203370.0
ISL,1970,204438.0
ISL,1971,206099.0
ISL,1972,209137.0
ISL,1973,212316.0
ISL,1974,215206.0
ISL,1975,217974.0
ISL,1976,220151.0
ISL,1977,221801.0
ISL,1978,223537.0
ISL,1979,225734.0
ISL,1980,228133.0
ISL,1981,230757.0
ISL,1982,233855.0
ISL,1983,236976.0
ISL,1984,239506.0
ISL,1985,241409.0
ISL,1986,243187.0
ISL,1987,245864.0
ISL,1988,249734.0
ISL,1989,252851.0
ISL,1990,254820.0
ISL,1991,257795.0
ISL,1992,261053.0
ISL,1993,263730.0
ISL,1994,266021.0
ISL,1995,267467.0
ISL,1996,268918.0
ISL,1997,271130.0
ISL,1998,274049.0
ISL,1999,277384.0
ISL,2000,281200.0
ISL,2001,284970.0
ISL,2002,287516.0
ISL,2003,289522.0
ISL,2004,292077.0
ISL,2005,296734.0
ISL,2006,303784.0
ISL,2007,311567.0
ISL,2008,317404.0
ISL,2009,318501.0
ISL,2010,318044.0
ISL,2011,319011.0
ISL,2012,320723.0
ISL,2013,323763.0
ISL,2014,327379.0
ISL,2015,330818.0
ISL,2016,335435.0
ISL,2017,343399.0
ISL,2018,352722.0
ISL,2019,360558.0
ISL,2020,366462.0
ISL,2021,372523.0
IDN,1950,69543321.0
IDN,1951,70849443.0
IDN,1952,72274629.0
IDN,1953,73820844.0
IDN,1954,75487888.0
IDN,1955,77273427.0
IDN,1956,79172800.0
IDN,1957,81179211.0
IDN,1958,83284051.0
IDN,1959,85477628.0
IDN,1960,87751066.0
IDN,1961,90098396.0
IDN,1962,92518373.0
IDN,1963,95015295.0
IDN,1964,97596728.0
IDN,1965,100267070.0
IDN,1966,103025423.0
IDN,1967,105865576.0
IDN,1968,108779926.0
IDN,1969,111758566.0
IDN,1970,114793179.0
IDN,1971,117880146.0
IDN,1972,121017316.0
IDN,1973,124199693.0
IDN,1974,127422198.0
IDN,1975,130680730.0
IDN,1976,133966940.0
IDN,1977,137278057.0
IDN,1978,140621731.0
IDN,1979,144009844.0
IDN,1980,147447834.0
IDN,1981,150938222.0
IDN,1982,154468235.0
IDN,1983,158009248.0
IDN,1984,161523353.0
IDN,1985,164982452.0
IDN,1986,168374287.0
IDN,1987,171702756.0
IDN,1988,174975953.0
IDN,1989,178209147.0
IDN,1990,181413398.0
IDN,1991,184591897.0
IDN,1992,187739786.0
IDN,1993,190851184.0
IDN,1994,193917458.0
IDN,1995,196934257.0
IDN,1996,199901231.0
IDN,1997,202826444.0
IDN,1998,205724597.0
IDN,1999,208615171.0
IDN,2000,211513822.0
IDN,2001,214427419.0
IDN,2002,217357790.0
IDN,2003,220309473.0
IDN,2004,223285666.0
IDN,2005,226289468.0
IDN,2006,229318262.0
IDN,2007,232374239.0
IDN,2008,235469755.0
IDN,2009,238620554.0
IDN,2010,241834226.0
IDN,2011,245115988.0
IDN,2012,248451714.0
IDN,2013,251805314.0
IDN,2014,255128076.0
IDN,2015,255587900.0
IDN,2016,258496500.0
IDN,2017,261355500.0
IDN,2018,264161600.0
IDN,2019,266911900.0
IDN,2020,269603400.0
IDN,2021,272248500.0
KOR,1950,20104013.0
KOR,1951,20116893.0
KOR,1952,20393370.0
KOR,1953,20862395.0
KOR,1954,21432886.0
KOR,1955,22075008.0
KOR,1956,22763455.0
KOR,1957,23494051.0
KOR,1958,24256851.0
KOR,1959,25036099.0
KOR,1960,25012374.0
KOR,1961,25765673.0
KOR,1962,26513030.0
KOR,1963,27261747.0
KOR,1964,27984155.0
KOR,1965,28704674.0
KOR,1966,29435571.0
KOR,1967,30130983.0
KOR,1968,30838302.0
KOR,1969,31544266.0
KOR,1970,32240827.0
KOR,1971,32882704.0
KOR,1972,33505406.0
KOR,1973,34103149.0
KOR,1974,34692266.0
KOR,1975,35280725.0
KOR,1976,35848523.0
KOR,1977,36411795.0
KOR,1978,36969185.0
KOR,1979,37534236.0
KOR,1980,38123775.0
KOR,1981,38723248.0
KOR,1982,39326352.0
KOR,1983,39910403.0
KOR,1984,40405956.0
KOR,1985,40805744.0
KOR,1986,41213674.0
KOR,1987,41621690.0
KOR,1988,42031247.0
KOR,1989,42449038.0
KOR,1990,42869283.0
KOR,1991,43295704.0
KOR,1992,43747962.0
KOR,1993,44194628.0
KOR,1994,44641540.0
KOR,1995,45092991.0
KOR,1996,45524681.0
KOR,1997,45953580.0
KOR,1998,46286503.0
KOR,1999,46616677.0
KOR,2000,47008111.0
KOR,2001,47370164.0
KOR,2002,47644736.0
KOR,2003,47892330.0
KOR,2004,48082519.0
KOR,2005,48184561.0
KOR,2006,48438292.0
KOR,2007,48683638.0
KOR,2008,49054708.0
KOR,2009,49307835.0
KOR,2010,49554112.0
KOR,2011,49936638.0
KOR,2012,50199853.0
KOR,2013,50428893.0
KOR,2014,50746659.0
KOR,2015,51014947.0
KOR,2016,51217803.0
KOR,2017,51361911.0
KOR,2018,51585058.0
KOR,2019,51764822.0
KOR,2020,51836239.0
KOR,2021,51744876.0
CHL,1950,6081931.0
CHL,1951,6218333.0
CHL,1952,6354736.0
CHL,1953,6491137.0
CHL,1954,6627540.0
CHL,1955,6763940.0
CHL,1956,6939809.0
CHL,1957,7115675.0
CHL,1958,7291542.0
CHL,1959,7467409.0
CHL,1960,7643277.0
CHL,1961,7843945.0
CHL,1962,8044614.0
CHL,1963,8245284.0
CHL,1964,8445953.0
CHL,1965,8646622.0
CHL,1966,8831223.0
CHL,1967,9015825.0
CHL,1968,9200427.0
CHL,1969,9385028.0
CHL,1970,9569631.0
CHL,1971,9738347.0
CHL,1972,9907065.0
CHL,1973,10075782.0
CHL,1974,10244501.0
CHL,1975,10413219.0
CHL,1976,10565409.0
CHL,1977,10717600.0
CHL,1978,10869791.0
CHL,1979,11021982.0
CHL,1980,11174173.0
CHL,1981,11359773.0
CHL,1982,11545372.0
CHL,1983,11730972.0
CHL,1984,11916572.0
CHL,1985,12102174.0
CHL,1986,12317494.0
CHL,1987,12532815.0
CHL,1988,12748135.0
CHL,1989,12963457.0
CHL,1990,13178782.0
CHL,1991,13422010.0
CHL,1992,13737062.0
CHL,1993,13956766.0
CHL,1994,14171821.0
CHL,1995,14381249.0
CHL,1996,14584947.0
CHL,1997,14782706.0
CHL,1998,14974898.0
CHL,1999,15162353.0
CHL,2000,15343326.0
CHL,2001,15520049.0
CHL,2002,15691701.0
CHL,2003,15856977.0
CHL,2004,16022133.0
CHL,2005,16183489.0
CHL,2006,16347890.0
CHL,2007,16517933.0
CHL,2008,16697754.0
CHL,2009,16881078.0
CHL,2010,17063927.0
CHL,2011,17254159.0
CHL,2012,17443491.0
CHL,2013,17611902.0
CHL,2014,17787617.0
CHL,2015,17971423.0
CHL,2016,18167147.0
CHL,2017,18419192.0
CHL,2018,18751405.0
CHL,2019,19107216.0
CHL,2020,19458310.0
CHL,2021,19678363.0
USA,1950,152271417.0
USA,1951,154877889.0
USA,1952,157552740.0
USA,1953,160184192.0
USA,1954,163025854.0
USA,1955,165931202.0
USA,1956,168903031.0
USA,1957,171984130.0
USA,1958,174881904.0
USA,1959,177829628.0
USA,1960,180671158.0
USA,1961,183691481.0
USA,1962,186537737.0
USA,1963,189241798.0
USA,1964,191888791.0
USA,1965,194302963.0
USA,1966,196560338.0
USA,1967,198712056.0
USA,1968,200706052.0
USA,1969,202676946.0
USA,1970,205052174.0
USA,1971,207660677.0
USA,1972,209896021.0
USA,1973,211908788.0
USA,1974,213853928.0
USA,1975,215973199.0
USA,1976,218035164.0
USA,1977,220239425.0
USA,1978,222584545.0
USA,1979,225055487.0
USA,1980,227224681.0
USA,1981,229465714.0
USA,1982,231664458.0
USA,1983,233791994.0
USA,1984,235824902.0
USA,1985,237923795.0
USA,1986,240132887.0
USA,1987,242288918.0
USA,1988,244498982.0
USA,1989,246819230.0
USA,1990,249622814.0
USA,1991,252980941.0
USA,1992,256514224.0
USA,1993,259918588.0
USA,1994,263125821.0
USA,1995,266278393.0
USA,1996,269394284.0
USA,1997,272646925.0
USA,1998,275854104.0
USA,1999,279040168.0
USA,2000,282162411.0
USA,2001,284968955.0
USA,2002,287625193.0
USA,2003,290107933.0
USA,2004,292805298.0
USA,2005,295516599.0
USA,2006,298379912.0
USA,2007,301231207.0
USA,2008,304093966.0
USA,2009,306771529.0
USA,2010,309327143.0
USA,2011,311583481.0
USA,2012,313877662.0
USA,2013,316059947.0
USA,2014,318386329.0
USA,2015,320738994.0
USA,2016,323071755.0
USA,2017,325122128.0
USA,2018,326838199.0
USA,2019,328329953.0
USA,2020,331501080.0
USA,2021,331893745.0
LTU,1950,2564799.0
LTU,1951,2589206.0
LTU,1952,2615039.0
LTU,1953,2641910.0
LTU,1954,2669862.0
LTU,1955,2699047.0
LTU,1956,2729750.0
LTU,1957,2762994.0
LTU,1958,2799007.0
LTU,1959,2836501.0
LTU,1960,2875684.0
LTU,1961,2915625.0
LTU,1962,2952461.0
LTU,1963,2986531.0
LTU,1964,3020460.0
LTU,1965,3052980.0
LTU,1966,3084150.0
LTU,1967,3115200.0
LTU,1968,3146346.0
LTU,1969,3177837.0
LTU,1970,3139689.0
LTU,1971,3179041.0
LTU,1972,3213622.0
LTU,1973,3244438.0
LTU,1974,3273894.0
LTU,1975,3301652.0
LTU,1976,3328664.0
LTU,1977,3355036.0
LTU,1978,3379514.0
LTU,1979,3397842.0
LTU,1980,3413202.0
LTU,1981,3432947.0
LTU,1982,3457179.0
LTU,1983,3485192.0
LTU,1984,3514205.0
LTU,1985,3544543.0
LTU,1986,3578914.0
LTU,1987,3616367.0
LTU,1988,3655049.0
LTU,1989,3684255.0
LTU,1990,3697838.0
LTU,1991,3704134.0
LTU,1992,3700114.0
LTU,1993,3682613.0
LTU,1994,3657144.0
LTU,1995,3629102.0
LTU,1996,3601613.0
LTU,1997,3575137.0
LTU,1998,3549331.0
LTU,1999,3524237.0
LTU,2000,3499534.0
LTU,2001,3470817.0
LTU,2002,3443066.0
LTU,2003,3415209.0
LTU,2004,3377073.0
LTU,2005,3322525.0
LTU,2006,3269903.0
LTU,2007,3231297.0
LTU,2008,3198234.0
LTU,2009,3162911.0
LTU,2010,3097292.0
LTU,2011,3028119.0
LTU,2012,2987773.0
LTU,2013,2957689.0
LTU,2014,2932366.0
LTU,2015,2904908.0
LTU,2016,2868234.0
LTU,2017,2828398.0
LTU,2018,2801541.0
LTU,2019,2794135.0
LTU,2020,2794890.0
LTU,2021,2795321.0
BRA,1950,53974728.0
BRA,1951,55606413.0
BRA,1952,57283658.0
BRA,1953,58999276.0
BRA,1954,60749490.0
BRA,1955,62533920.0
BRA,1956,64355709.0
BRA,1957,66221469.0
BRA,1958,68140426.0
BRA,1959,70123372.0
BRA,1960,72179235.0
BRA,1961,74311338.0
BRA,1962,76514329.0
BRA,1963,78772647.0
BRA,1964,81064572.0
BRA,1965,83373533.0
BRA,1966,85696502.0
BRA,1967,88035815.0
BRA,1968,90387079.0
BRA,1969,92746607.0
BRA,1970,95113265.0
BRA,1971,97482928.0
BRA,1972,99859388.0
BRA,1973,102259497.0
BRA,1974,104706193.0
BRA,1975,107216209.0
BRA,1976,109790943.0
BRA,1977,112425392.0
BRA,1978,115121158.0
BRA,1979,117878412.0
BRA,1980,122081510.0
BRA,1981,124807167.0
BRA,1982,127604588.0
BRA,1983,130434274.0
BRA,1984,133238189.0
BRA,1985,135979454.0
BRA,1986,138662472.0
BRA,1987,141282564.0
BRA,1988,143851505.0
BRA,1989,146393753.0
BRA,1990,148935328.0
BRA,1991,151467861.0
BRA,1992,153973883.0
BRA,1993,156454116.0
BRA,1994,158910651.0
BRA,1995,161345581.0
BRA,1996,163767821.0
BRA,1997,166187066.0
BRA,1998,168606400.0
BRA,1999,171029011.0
BRA,2000,173765726.0
BRA,2001,176208646.0
BRA,2002,178499255.0
BRA,2003,180708344.0
BRA,2004,182865043.0
BRA,2005,184991143.0
BRA,2006,187061610.0
BRA,2007,189038268.0
BRA,2008,191010274.0
BRA,2009,192980905.0
BRA,2010,194890682.0
BRA,2011,196603732.0
BRA,2012,198314934.0
BRA,2013,200004188.0
BRA,2014,201717541.0
BRA,2015,203475683.0
BRA,2016,205156587.0
BRA,2017,206804741.0
BRA,2018,208494900.0
BRA,2019,210147125.0
BRA,2020,211755692.0
BRA,2021,213317639.0
LVA,1950,1922526.0
LVA,1951,1944994.0
LVA,1952,1967168.0
LVA,1953,1988465.0
LVA,1954,2010068.0
LVA,1955,2032505.0
LVA,1956,2054639.0
LVA,1957,2077357.0
LVA,1958,2101582.0
LVA,1959,2127087.0
LVA,1960,2154248.0
LVA,1961,2182714.0
LVA,1962,2210148.0
LVA,1963,2236420.0
LVA,1964,2262863.0
LVA,1965,2287807.0
LVA,1966,2310939.0
LVA,1967,2333505.0
LVA,1968,2355481.0
LVA,1969,2376683.0
LVA,1970,2359164.0
LVA,1971,2376389.0
LVA,1972,2395674.0
LVA,1973,2415819.0
LVA,1974,2437186.0
LVA,1975,2456130.0
LVA,1976,2470989.0
LVA,1977,2485073.0
LVA,1978,2497921.0
LVA,1979,2505953.0
LVA,1980,2511701.0
LVA,1981,2519421.0
LVA,1982,2531080.0
LVA,1983,2546011.0
LVA,1984,2562047.0
LVA,1985,2578873.0
LVA,1986,2599892.0
LVA,1987,2626583.0
LVA,1988,2653434.0
LVA,1989,2666955.0
LVA,1990,2663146.0
LVA,1991,2650581.0
LVA,1992,2614338.0
LVA,1993,2563289.0
LVA,1994,2520742.0
LVA,1995,2485054.0
LVA,1996,2457226.0
LVA,1997,2432851.0
LVA,1998,2410027.0
LVA,1999,2390477.0
LVA,2000,2367549.0
LVA,2001,2337172.0
LVA,2002,2310176.0
LVA,2003,2287955.0
LVA,2004,2263123.0
LVA,2005,2238799.0
LVA,2006,2218351.0
LVA,2007,2200325.0
LVA,2008,2177324.0
LVA,2009,2141668.0
LVA,2010,2097553.0
LVA,2011,2059710.0
LVA,2012,2034324.0
LVA,2013,2012647.0
LVA,2014,1993785.0
LVA,2015,1977523.0
LVA,2016,1959535.0
LVA,2017,1942247.0
LVA,2018,1927170.0
LVA,2019,1913826.0
LVA,2020,1900448.0
LVA,2021,1884488.0
AUS,1950,8178700.0
AUS,1951,8421700.0
AUS,1952,8636500.0
AUS,1953,8815300.0
AUS,1954,8986500.0
AUS,1955,9199700.0
AUS,1956,9425500.0
AUS,1957,9640200.0
AUS,1958,9842400.0
AUS,1959,10056400.0
AUS,1960,10275000.0
AUS,1961,10508200.0
AUS,1962,10700500.0
AUS,1963,10906900.0
AUS,1964,11121600.0
AUS,1965,11340900.0
AUS,1966,11599498.0
AUS,1967,11799078.0
AUS,1968,12008635.0
AUS,1969,12263014.0
AUS,1970,12507349.0
AUS,1971,13067265.0
AUS,1972,13303664.0
AUS,1973,13504538.0
AUS,1974,13722571.0
AUS,1975,13892995.0
AUS,1976,14033083.0
AUS,1977,14192234.0
AUS,1978,14359255.0
AUS,1979,14515729.0
AUS,1980,14695356.0
AUS,1981,14923260.0
AUS,1982,15184247.0
AUS,1983,15393472.0
AUS,1984,15579391.0
AUS,1985,15788312.0
AUS,1986,16018350.0
AUS,1987,16263874.0
AUS,1988,16532164.0
AUS,1989,16814416.0
AUS,1990,17065128.0
AUS,1991,17284036.0
AUS,1992,17478635.0
AUS,1993,17634808.0
AUS,1994,17805468.0
AUS,1995,18004882.0
AUS,1996,18224767.0
AUS,1997,18423037.0
AUS,1998,18607584.0
AUS,1999,18812264.0
AUS,2000,19028802.0
AUS,2001,19274701.0
AUS,2002,19495210.0
AUS,2003,19720737.0
AUS,2004,19932722.0
AUS,2005,20176844.0
AUS,2006,20450966.0
AUS,2007,20827622.0
AUS,2008,21249199.0
AUS,2009,21691653.0
AUS,2010,22031750.0
AUS,2011,22340024.0
AUS,2012,22733465.0
AUS,2013,23128129.0
AUS,2014,23475686.0
AUS,2015,23815995.0
AUS,2016,24190907.0
AUS,2017,24601860.0
AUS,2018,24982688.0
AUS,2019,25365745.0
AUS,2020,25693267.0
AUS,2021,25738142.0
EU27,1950,329977204.0
EU27,1951,330888089.0
EU27,1952,333614672.0
EU27,1953,336330624.0
EU27,1954,339090688.0
EU27,1955,341968804.0
EU27,1956,344388453.0
EU27,1957,346868862.0
EU27,1958,349976144.0
EU27,1959,353104106.0
EU27,1960,355962821.0
EU27,1961,359198603.0
EU27,1962,362635581.0
EU27,1963,366060475.0
EU27,1964,369277951.0
EU27,1965,372350636.0
EU27,1966,375134112.0
EU27,1967,377735913.0
EU27,1968,380588146.0
EU27,1969,383206925.0
EU27,1970,385105412.0
EU27,1971,387326644.0
EU27,1972,389967731.5
EU27,1973,392447521.5
EU27,1974,394821520.5
EU27,1975,397075672.0
EU27,1976,399154805.0
EU27,1977,401178203.5
EU27,1978,403108450.5
EU27,1979,404860871.5
EU27,1980,406723576.0
EU27,1981,408404241.0
EU27,1982,409600780.5
EU27,1983,410643337.0
EU27,1984,411554755.0
EU27,1985,412493936.0
EU27,1986,413589441.5
EU27,1987,414765405.5
EU27,1988,416124847.0
EU27,1989,417477810.0
EU27,1990,418793689.0
EU27,1991,421369837.0
EU27,1992,422646655.5
EU27,1993,423940051.5
EU27,1994,424914845.0
EU27,1995,425685108.0
EU27,1996,426364400.5
EU27,1997,426941575.0
EU27,1998,427424910.0
EU27,1999,428042160.0
EU27,2000,428966670.5
EU27,2001,429346942.0
EU27,2002,430374562.0
EU27,2003,432009570.5
EU27,2004,433611126.0
EU27,2005,435280220.0
EU27,2006,436689066.0
EU27,2007,438279405.0
EU27,2008,439807810.0
EU27,2009,440920562.0
EU27,2010,442067828.5
EU27,2011,441251725.0
EU27,2012,441930104.5
EU27,2013,442386216.0
EU27,2014,443178304.0
EU27,2015,444061264.5
EU27,2016,444994987.5
EU27,2017,445635488.0
EU27,2018,446406387.0
EU27,2019,447340350.5
EU27,2020,447719554.5
EU27,2021,447038283.5
